id,titulo,nota,tipo de nota,diretor,generos
947,Logan,4.4,0 a 5, James Mangold,"Ação, Drama, Ficção científica"
948,A Guerra dos Planetas,4.3,0 a 5, Luc Besson,"Drama, Ficção científica, Guerra"
949,The Disaster Artist,4.3,0 a 5, James Franco,"Comédia, Drama"
950,O Rei do Show,4.2,0 a 5, Michael Gracey,Drama
951,Blade Runner 2049,4.2,0 a 5, Denis Villeneuve,"Ficção científica, Drama"
952,O Livro de Henry,4.1,0 a 5, Colin Trevorrow,"Drama, Crime, Thriller"
953,Rosencrantz e Guildenstern Estão Mortos,4.1,0 a 5, Tom Stoppard,"Comédia, Drama"
954,Pantera Negra,4.7,0 a 5, Ryan Coogler,"Ação, Aventura, Ficção científica"
955,Roma,4.7,0 a 5, Alfonso Cuarón,Drama
956,A Favorita,4.6,0 a 5, Yorgos Lanthimos,"Animação, Família, Comédia, Ação"
957,Nasce uma Estrela,4.6,0 a 5, Bradley Cooper,"Música, Drama, Romance"
958,O Infiltrado na Klan,4.5,0 a 5, Spike Lee,"Crime, Comédia, Drama"
959,Bohemian Rhapsody,4.5,0 a 5, Bryan Singer,"Música, Drama"
960,Vingadores: Guerra Infinita,4.4,0 a 5, Anthony e Joe Russo,"Aventura, Ação, Ficção científica"
961,A Grande Jogada,4.4,0 a 5, Aaron Sorkin,"Drama, Crime"
962,Spider-Man: No Aranhaverso,4.3,0 a 5, Bob Persichetti & Peter Ramsey & Rodney Rothman,"Animação, Ação, Aventura, Ficção científica"
963,Um Lugar Silencioso,4.3,0 a 5, John Krasinski,"Terror, Ficção científica, Thriller"
964,Os Incríveis 2,4.2,0 a 5, Brad Bird,"Ação, Aventura, Animação, Família"
965,Hereditário,4.2,0 a 5, Ari Aster,"Terror, Mistério, Thriller"
966,O Que De Verdade Importa,4.1,0 a 5, Paco Arango,"Família, Drama, Comédia"
967,No Olho do Tornado,4.1,0 a 5, Steven Quale,"Ação, Thriller"
968,A Maldição da Casa Winchester,4.0,0 a 5, Michael Spierig e Peter Spierig,"Terror, Thriller"
969,Parasita,4.8,0 a 5, Bong Joon-ho,"Comédia, Thriller, Drama"
970,1917,4.7,0 a 5, Sam Mendes,"Guerra, História, Thriller"
971,O Irlandês,4.7,0 a 5, Martin Scorsese,"Crime, Drama, História"
972,Coringa,4.6,0 a 5, Todd Phillips,"Drama, Crime, Thriller"
973,Era uma Vez em... Hollywood,4.6,0 a 5, Quentin Tarantino,"Comédia, Drama, Thriller"
974,Jojo Rabbit,4.5,0 a 5, Taika Waititi,"Comédia, Guerra, Drama"
975,Ford vs Ferrari,4.5,0 a 5, James Mangold,"Drama, Ação, História"
976,Joias Brutas,4.4,0 a 5, Benny Safdie e Josh Safdie,"Drama, Thriller, Crime"
977,Midsommar,4.4,0 a 5, Ari Aster,"Terror, Drama, Mistério"
978,O Farol,4.3,0 a 5, Robert Eggers,"Drama, Fantasia, Thriller"
979,A Família Addams,4.3,0 a 5, Conrad Vernon e Greg Tiernan,"Comédia, Fantasia"
980,O Rei,4.2,0 a 5, David Michôd,"Ficção científica, Aventura, Ação"
981,O Sol Também é uma Estrela,4.2,0 a 5, Ry Russo-Young,"Romance, Drama"
982,Klaus,4.1,0 a 5, Sergio Pablos,"Animação, Família, Aventura, Comédia, Fantasia"
983,Hobbs & Shaw,4.1,0 a 5, David Leitch,"Ação, Aventura, Comédia"
984,Nomadland,4.8,0 a 5, Chloé Zhao,Drama
985,O Menino que Descobriu o Vento,4.7,0 a 5, Chiwetel Ejiofor,"Drama, História"
986,O Som do Metal,4.7,0 a 5, Darius Marder,"Documentário, Música"
987,Minari,4.6,0 a 5, Lee Isaac Chung,Drama
988,A Voz Suprema do Blues,4.6,0 a 5, George C. Wolfe,"Drama, Música"
989,Soul,4.5,0 a 5, Pete Docter e Kemp Powers,"Animação, Família, Comédia, Fantasia"
990,O Pai,4.5,0 a 5, Florian Zeller,"Música, Comédia"
991,A Menina que Roubava Livros,4.4,0 a 5, Brian Percival,Drama
992,Palm Springs,4.4,0 a 5, Max Barbakow,"Comédia, Romance, Ficção científica"
993,A Rainha de Black Friday,4.3,0 a 5, Jake Kasdan,Desconhecido
994,Luta pela Liberdade,4.3,0 a 5, Regina King,"Thriller, Crime, História, Drama"
995,Enola Holmes,4.2,0 a 5, Harry Bradbeer,"Aventura, Mistério, Crime"
996,Da 5 Bloods: Irmãos de Armas,4.2,0 a 5, Spike Lee,"Guerra, Drama"
997,O Diabo de Cada Dia,4.1,0 a 5, Antonio Campos,"Crime, Drama, Thriller"
998,A Beleza de um Dia,4.1,0 a 5, Andrew Haigh,"Drama, Fantasia, Comédia"
999,Duna,4.8,0 a 5, Denis Villeneuve,"Ficção científica, Aventura"
1000,Belfast,4.7,0 a 5, Kenneth Branagh,"Drama, História"
1001,O Poderoso Chefinho 2: Negócios da Família,4.7,0 a 5, Tom McGrath,"Animação, Comédia, Aventura, Família"
1002,Ataque dos Cães,4.6,0 a 5, Jane Campion,"Drama, Faroeste"
1003,Licorice Pizza,4.6,0 a 5, Paul Thomas Anderson,"Drama, Comédia, Romance"
1004,West Side Story,4.5,0 a 5, Steven Spielberg,"Crime, Drama, Romance"
1005,O Beco do Pesadelo,4.5,0 a 5, Guillermo del Toro,"Crime, Drama, Thriller"
1006,Noite de Paz,4.4,0 a 5, Emma Roberts,"Drama, Família"
1007,Red: Crescer é uma Fera,4.4,0 a 5, Domee Shi,"Animação, Família, Comédia, Fantasia"
1008,A Filha Perdida,4.3,0 a 5, Maggie Gyllenhaal,Drama
1009,A Mãe do Blues,4.3,0 a 5, George C. Wolfe,"Drama, Música"
1010,King Richard: Criando Campeãs,4.2,0 a 5, Reinaldo Marcus Green,"Drama, História"
1011,Spider-Man: Sem Volta Para Casa,4.2,0 a 5, Jon Watts,"Ação, Aventura, Ficção científica"
1012,Don’t Look Up: Não Olhe Para Cima,4.1,0 a 5, Adam McKay,"Comédia, Ficção científica, Drama"
1013,A Casa Gucci,4.1,0 a 5, Ridley Scott,"História, Drama, Crime"
1014,Tudo em Todo Lugar ao Mesmo Tempo,4.8,0 a 5, Daniel Kwan & Daniel Scheinert,"Ação, Aventura, Ficção científica"
1015,Os Fabelmans,4.7,0 a 5, Steven Spielberg,Drama
1016,Tár,4.7,0 a 5, Todd Field,"Drama, Música"
1017,Avatar: O Caminho da Água,4.6,0 a 5, James Cameron,"Ficção científica, Aventura, Ação"
1018,Top Gun: Maverick,4.6,0 a 5, Joseph Kosinski,"Ação, Drama"
1019,The Banshees of Inisherin,4.5,0 a 5, Martin McDonagh,"Drama, Comédia"
1020,A Mulher Rei,4.5,0 a 5, Gina Prince-Bythewood,"Ação, Drama, História"
1021,Elvis,4.4,0 a 5, Baz Luhrmann,"Drama, Música, História"
1022,Nope,4.4,0 a 5, Jordan Peele,"Terror, Mistério, Ficção científica"
1023,Everything Everywhere All at Once,4.3,0 a 5, Daniel Kwan & Daniel Scheinert,"Ação, Aventura, Ficção científica"
1024,Aftersun,4.3,0 a 5, Charlotte Wells,Drama
1025,Men,4.2,0 a 5, Alex Garland,"Terror, Thriller, Fantasia"
1026,Bones and All,4.2,0 a 5, Luca Guadagnino,"Drama, Terror, Romance"
1027,Sorria,4.1,0 a 5, Parker Finn,Desconhecido
1028,Kimi,4.1,0 a 5, Steven Soderbergh,"Thriller, Mistério, Crime"
1029,Oppenheimer,4.8,0 a 5, Christopher Nolan,"Drama, História"
1030,Barbie,4.7,0 a 5, Greta Gerwig,"Comédia, Aventura"
1031,Killers of the Flower Moon,4.6,0 a 5, Martin Scorsese,"Crime, História, Drama"
1032,Past Lives,4.6,0 a 5, Celine Song,"Drama, Romance"
1033,Spider-Man: Através do Aranhaverso,4.5,0 a 5, Joaquim Dos Santos & Kemp Powers & Justin K. Thompson,"Animação, Ação, Aventura, Ficção científica"
1034,Duna: Parte Dois,4.5,0 a 5, Denis Villeneuve,"Ficção científica, Aventura"
1035,The Marvels,4.4,0 a 5, Nia DaCosta,"Ficção científica, Aventura, Ação"
1036,The Holdovers,4.4,0 a 5, Alexander Payne,"Comédia, Drama"
1037,Guardians of the Galaxy Vol. 3,4.3,0 a 5, James Gunn,"Ficção científica, Aventura, Ação"
1038,The Killer,4.3,0 a 5, David Fincher,"Ação, Thriller, Crime"
1039,John Wick: Capítulo 4,4.2,0 a 5, Chad Stahelski,"Ação, Thriller, Crime"
1040,Priscilla,4.2,0 a 5, Sofia Coppola,"Drama, Romance"
1041,Asteroid City,4.1,0 a 5, Wes Anderson,"Comédia, Drama"
1042,Dungeons & Dragons: Honra Entre Rebeldes,4.1,0 a 5, Jonathan Goldstein & John Francis Daley,"Aventura, Fantasia, Comédia"
1043,The Color Purple,4.0,0 a 5, Blitz Bazawule,Drama
1044,Duna: Parte Três,4.8,0 a 5, Denis Villeneuve,"Ficção científica, Aventura"
1045,Killers of the Flower Moon 2,4.7,0 a 5, Martin Scorsese,Desconhecido
1046,Oppenheimer: A Continuação,4.6,0 a 5, Christopher Nolan,Desconhecido
1047,Barbie 2,4.6,0 a 5, Greta Gerwig,"Animação, Família"
1048,The Marvels 2,4.5,0 a 5, Nia DaCosta,"Ficção científica, Aventura, Ação"
1049,Spider-Man: Através do Aranhaverso Parte Dois,4.5,0 a 5, Joaquim Dos Santos & Kemp Powers & Justin K. Thompson,Desconhecido
1050,Priscilla 2,4.4,0 a 5, Sofia Coppola,Música
1051,Guardians of the Galaxy Vol. 4,4.4,0 a 5, James Gunn,Desconhecido
1052,John Wick: Capítulo 5,4.3,0 a 5, Chad Stahelski,"Ação, Crime, Thriller"
1053,The Killer: Reloaded,4.3,0 a 5, David Fincher,Desconhecido
1054,Past Lives 2,4.2,0 a 5, Celine Song,Desconhecido
1055,The Holdovers 2,4.2,0 a 5, Alexander Payne,Desconhecido
1056,Dungeons & Dragons: Nova Aventura,4.1,0 a 5, Jonathan Goldstein & John Francis Daley,"Aventura, Fantasia, Comédia"
1057,Asteroid City 2,4.1,0 a 5, Wes Anderson,Desconhecido
1058,The Color Purple: Nova Geração,4.0,0 a 5, Blitz Bazawule,Desconhecido
1064,O Corvo,5.364,0 a 10,Rupert Sanders,"Ação, Fantasia, Terror"
1077,The Killer,6.586,0 a 10,John Woo,"Ação, Thriller, Crime"
1083,Armadilha,6.514,0 a 10,M. Night Shyamalan,"Thriller, Crime, Terror"
1084,Vingadores: Guerra Infinita,8.246,0 a 10,Joe Russo,"Aventura, Ação, Ficção científica"
1091,Colateral,6.607,0 a 10,James Cullen Bressack,Ação
1109,O Senhor dos Anéis: O Retorno do Rei,8.48,0 a 10,Peter Jackson,"Aventura, Fantasia, Ação"
1114,Um Sonho de Liberdade,8.7,0 a 10,Frank Darabont,"Drama, Crime"
1116,Avatar: O Caminho da Água,7.62,0 a 10,James Cameron,"Ficção científica, Aventura, Ação"
1130,Interestelar,8.44,0 a 10,Christopher Nolan,"Aventura, Drama, Ficção científica"
1132,O Senhor dos Anéis: A Sociedade do Anel,8.415,0 a 10,Peter Jackson,"Aventura, Fantasia, Ação"
1138,Robô Selvagem,8.9,0 a 10,Chris Sanders,"Animação, Ficção científica, Família"
1139,Robô Selvagem,8.9,0 a 10,Chris Sanders,"Animação, Ficção científica, Família"
1140,Divertida Mente,7.914,0 a 10,Pete Docter,"Animação, Família, Aventura, Drama, Comédia"
1143,Top Gun: Maverick,8.207,0 a 10,Joseph Kosinski,"Ação, Drama"
1145,Harry Potter e a Pedra Filosofal,7.914,0 a 10,Chris Columbus,"Aventura, Fantasia"
1157,Capitão América: Guerra Civil,7.445,0 a 10,Joe Russo,"Aventura, Ação, Ficção científica"
1160,De Volta para o Futuro,8.317,0 a 10,Robert Zemeckis,"Aventura, Comédia, Ficção científica"
1164,Miraculous: As Aventuras de Ladybug - O Filme,7.656,0 a 10,Jeremy Zag,"Animação, Fantasia, Ação, Romance, Família"
1167,Três Homens em Conflito,8.461,0 a 10,Sergio Leone,Faroeste
1169,Blade Runner 2049,7.565,0 a 10,Denis Villeneuve,"Ficção científica, Drama"
1174,O Hobbit: Uma Jornada Inesperada,7.357,0 a 10,Peter Jackson,"Aventura, Fantasia, Ação"
1176,A Lista de Schindler,8.565,0 a 10,Steven Spielberg,"Drama, História, Guerra"
1184,O Exterminador do Futuro 2: O Julgamento Final,8.12,0 a 10,James Cameron,"Ação, Thriller, Ficção científica"
1190,O Corvo,7.535,0 a 10,Alex Proyas,"Fantasia, Ação, Thriller"
1198,Maze Runner: Correr ou Morrer,7.187,0 a 10,Wes Ball,"Ação, Mistério, Ficção científica, Thriller"
1214,Barbie,7.024,0 a 10,Greta Gerwig,"Comédia, Aventura"
1217,Coringa,8.156,0 a 10,Todd Phillips,"Crime, Thriller, Drama"
1218,Unang Tikim,5.0,0 a 10,Roman Perez Jr.,"Romance, Drama"
1219,Unang Tikim,5.0,0 a 10,Roman Perez Jr.,"Romance, Drama"
1220,Oppenheimer,8.1,0 a 10,Christopher Nolan,"Drama, História"
1223,Todos Menos Você,6.979,0 a 10,Will Gluck,"Romance, Comédia"
1227,Venom,6.826,0 a 10,Ruben Fleischer,"Ficção científica, Ação"
1233,Matador de Aluguel,6.996,0 a 10,Doug Liman,"Ação, Thriller"
1237,Dungeons & Dragons: Honra Entre Rebeldes,7.368,0 a 10,John Francis Daley,"Aventura, Fantasia, Comédia"
1239,Capitão América: Guerra Civil,7.445,0 a 10,Joe Russo,"Aventura, Ação, Ficção científica"
1241,TOGEFILM - Mei Mei,10.0,0 a 10,Diretor não encontrado,"Drama, Romance"
1243,O Senhor dos Anéis: As Duas Torres,8.398,0 a 10,Peter Jackson,"Aventura, Fantasia, Ação"
1244,Unang Tikim,5.0,0 a 10,Roman Perez Jr.,"Romance, Drama"
1245,おいら女蛮,4.2,0 a 10,Yusaku Saotome,"Animação, Comédia, Ação"
1246,De Volta para o Futuro,8.317,0 a 10,Robert Zemeckis,"Aventura, Comédia, Ficção científica"
1247,Shrek,7.744,0 a 10,Andrew Adamson,"Animação, Comédia, Fantasia, Aventura, Família"
1248,Breathe,5.2,0 a 10,Stefon Bristol,"Ação, Ficção científica, Mistério, Thriller"
1249,Maze Runner: Correr ou Morrer,7.187,0 a 10,Wes Ball,"Ação, Mistério, Ficção científica, Thriller"
1250,Todos Menos Você,6.979,0 a 10,Will Gluck,"Romance, Comédia"
1251,Miraculous: As Aventuras de Ladybug - O Filme,7.656,0 a 10,Jeremy Zag,"Animação, Fantasia, Ação, Romance, Família"
1252,과외의 목적,5.5,0 a 10,Han Dong-yeon,"Romance, Drama"
1253,Barbie,7.024,0 a 10,Greta Gerwig,"Comédia, Aventura"
1254,Guardiões da Galáxia: Vol. 3,7.969,0 a 10,James Gunn,"Ficção científica, Aventura, Ação"
1256,Três Homens em Conflito,8.461,0 a 10,Sergio Leone,Faroeste
1257,O Estranho Mundo de Jack,7.834,0 a 10,Henry Selick,"Fantasia, Animação, Família"
1258,Invocação do Mal,7.543,0 a 10,James Wan,"Terror, Thriller"
1261,TOGEFILM - Mei Mei,10.0,0 a 10,Diretor não encontrado,"Drama, Romance"
1262,Shrek,7.744,0 a 10,Andrew Adamson,"Animação, Comédia, Fantasia, Aventura, Família"
1263,Guardiões da Galáxia: Vol. 3,7.969,0 a 10,James Gunn,"Ficção científica, Aventura, Ação"
1265,Titanic,7.906,0 a 10,James Cameron,"Drama, Romance"
1267,Piratas do Caribe: A Maldição do Pérola Negra,7.804,0 a 10,Gore Verbinski,"Aventura, Fantasia, Ação"
1271,A Bela e a Fera,7.735,0 a 10,Gary Trousdale,"Romance, Família, Animação, Fantasia"
1272,과외의 목적,5.5,0 a 10,Han Dong-yeon,"Romance, Drama"
1273,Duna,7.785,0 a 10,Denis Villeneuve,"Ficção científica, Aventura"
1274,O Estranho Mundo de Jack,7.834,0 a 10,Henry Selick,"Fantasia, Animação, Família"
1278,O Lobo de Wall Street,8.036,0 a 10,Martin Scorsese,"Crime, Drama, Comédia"
1279,O Lobo de Wall Street,8.036,0 a 10,Martin Scorsese,"Crime, Drama, Comédia"
1283,O Salário do Medo,6.223,0 a 10,Julien Leclercq,Ação
1294,O Rei Leão,8.257,0 a 10,Roger Allers,"Família, Animação, Drama"
1295,Harry Potter e a Ordem da Fênix,7.681,0 a 10,David Yates,"Aventura, Fantasia"
1297,Vingadores: Era de Ultron,7.274,0 a 10,Joss Whedon,"Ação, Aventura, Ficção científica"
1301,Piratas do Caribe: O Baú da Morte,7.363,0 a 10,Gore Verbinski,"Aventura, Fantasia, Ação"
1303,Breathe,5.2,0 a 10,Stefon Bristol,"Ação, Ficção científica, Mistério, Thriller"
1305,Mad Max: Estrada da Fúria,7.613,0 a 10,George Miller,"Ação, Aventura, Ficção científica"
1309,Pânico na Floresta 2,6.099,0 a 10,Joe Lynch,"Terror, Thriller"
1315,Invocação do Mal,7.543,0 a 10,James Wan,"Terror, Thriller"
1318,Avatar,7.582,0 a 10,James Cameron,"Ação, Aventura, Fantasia, Ficção científica"
1329,A Viagem de Chihiro,8.537,0 a 10,Hayao Miyazaki,"Animação, Família, Fantasia"
1338,O Rei Leão,7.113,0 a 10,Jon Favreau,"Animação, Aventura, Drama, Família"
1348,Até o Último Homem,8.199,0 a 10,Mel Gibson,"Drama, História, Guerra"
1357,Homem de Ferro,7.646,0 a 10,Jon Favreau,"Ação, Ficção científica, Aventura"
1369,O Diabo Veste Prada,7.396,0 a 10,David Frankel,"Drama, Comédia"
1376,O Quinto Elemento,7.551,0 a 10,Luc Besson,"Aventura, Fantasia, Ação, Thriller, Ficção científica"
1418,Bienvenidos al paraíso,0.0,0 a 10,Ani Alva Helfer,"Comédia, Romance"
1419,Bienvenidos al paraíso,0.0,0 a 10,Ani Alva Helfer,"Comédia, Romance"
1436,Bastardos Inglórios,8.219,0 a 10,Quentin Tarantino,"Drama, Thriller, Guerra"
1441,A Pequena Sereia,6.359,0 a 10,Rob Marshall,"Aventura, Família, Fantasia, Romance"
1446,Ratatouille,7.824,0 a 10,Brad Bird,"Animação, Comédia, Família, Fantasia"
1458,Liga da Justiça: Crise nas Infinitas Terras - Parte Dois,7.012,0 a 10,Jeff Wamester,"Animação, Ficção científica, Ação"
1459,Liga da Justiça: Crise nas Infinitas Terras - Parte Dois,7.012,0 a 10,Jeff Wamester,"Animação, Ficção científica, Ação"
1462,O Protetor,7.278,0 a 10,Antoine Fuqua,"Thriller, Ação, Crime"
1463,Toy Story 3,7.799,0 a 10,Lee Unkrich,"Animação, Família, Comédia"
1467,Cinderela,6.817,0 a 10,Kenneth Branagh,"Romance, Fantasia, Família, Drama"
1472,Homem-Aranha,7.3,0 a 10,Sam Raimi,"Ação, Ficção científica"
1485,A Paixão de Cristo,7.503,0 a 10,Mel Gibson,Drama
1498,Thor,6.769,0 a 10,Kenneth Branagh,"Aventura, Fantasia, Ação"
1499,Thor,6.769,0 a 10,Kenneth Branagh,"Aventura, Fantasia, Ação"
1502,O Pacto,7.763,0 a 10,Guy Ritchie,"Guerra, Ação, Thriller"
1508,A Era do Gelo,7.361,0 a 10,Chris Wedge,"Animação, Comédia, Família, Aventura"
1510,A Fantástica Fábrica de Chocolate,7.052,0 a 10,Tim Burton,"Aventura, Comédia, Família, Fantasia"
1515,A Origem,8.369,0 a 10,Christopher Nolan,"Ação, Ficção científica, Aventura"
1525,A Proposta,7.149,0 a 10,Anne Fletcher,"Comédia, Romance, Drama"
1534,Alice no País das Maravilhas,6.639,0 a 10,Tim Burton,"Família, Fantasia, Aventura"
1548,A Pequena Sereia,7.354,0 a 10,John Musker,"Animação, Família, Fantasia"
1558,Gigolô por Acidente,5.972,0 a 10,Mike Mitchell,Comédia
1560,A Família Addams,7.051,0 a 10,Barry Sonnenfeld,"Comédia, Fantasia"
1567,O Predador,7.533,0 a 10,John McTiernan,"Ficção científica, Ação, Aventura, Thriller"
1571,Porno,4.8,0 a 10,John Doo,"Drama, Terror, Fantasia, Comédia"
1572,Matrix,8.217,0 a 10,Lana Wachowski,"Ação, Ficção científica"
1574,Gladiador,8.217,0 a 10,Ridley Scott,"Ação, Drama, Aventura"
1575,おいら女蛮,4.2,0 a 10,Yusaku Saotome,"Animação, Comédia, Ação"
1588,Edward Mãos de Tesoura,7.7,0 a 10,Tim Burton,"Fantasia, Drama, Romance"
1592,Mulan,7.912,0 a 10,Tony Bancroft,"Animação, Família, Aventura"
1598,Infiltrado,7.633,0 a 10,Guy Ritchie,"Crime, Ação, Aventura, Thriller"
1599,Cinderela,7.046,0 a 10,Clyde Geronimi,"Família, Fantasia, Animação, Romance"
1601,O Protetor 2,6.755,0 a 10,Antoine Fuqua,"Ação, Thriller, Crime"
1603,Círculo de Fogo,6.9,0 a 10,Guillermo del Toro,"Ação, Ficção científica, Aventura"
1608,O Conde de Monte Cristo,8.4,0 a 10,Alexandre de La Patellière,"Aventura, História, Ação, Drama, Romance, Thriller"
1610,Logan,7.822,0 a 10,James Mangold,"Ação, Drama, Ficção científica"
1621,Clube da Luta,8.438,0 a 10,David Fincher,Drama
1623,O Homem de Aço,6.626,0 a 10,Zack Snyder,"Ação, Aventura, Ficção científica"
1632,Meninas Malvadas,7.211,0 a 10,Mark Waters,"Drama, Comédia"
1636,O Profissional,8.308,0 a 10,Luc Besson,"Crime, Drama, Ação"
1641,O Hobbit: A Desolação de Smaug,7.577,0 a 10,Peter Jackson,"Fantasia, Aventura, Ação"
1647,Histórias Cruzadas,8.211,0 a 10,Tate Taylor,Drama
1659,Gênio Indomável,8.158,0 a 10,Gus Van Sant,Drama
1661,O Grinch,6.8,0 a 10,Ron Howard,"Família, Comédia, Fantasia"
1662,As Tartarugas Ninja,5.92,0 a 10,Jonathan Liebesman,"Ficção científica, Ação, Aventura, Comédia"
1665,A Dama e o Vagabundo,7.121,0 a 10,Hamilton Luske,"Família, Animação, Romance"
1666,O Grande Gatsby,7.366,0 a 10,Baz Luhrmann,"Drama, Romance"
1684,Madagascar,6.91,0 a 10,Eric Darnell,"Família, Animação, Aventura, Comédia"
1690,Os Incríveis,7.709,0 a 10,Brad Bird,"Ação, Aventura, Animação, Família"
1691,O Massacre da Serra Elétrica,7.286,0 a 10,Tobe Hooper,Terror
1699,Nascido Para Matar,8.132,0 a 10,Stanley Kubrick,"Drama, Guerra"
1702,Um Lugar Silencioso,7.404,0 a 10,John Krasinski,"Terror, Drama, Ficção científica"
1727,O Curioso Caso de Benjamin Button,7.588,0 a 10,David Fincher,"Drama, Fantasia, Romance"
1757,Cidade de Deus,8.426,0 a 10,Fernando Meirelles,"Drama, Crime"
1758,O Resgate do Soldado Ryan,8.218,0 a 10,Steven Spielberg,"Drama, História, Guerra"
1761,O Grinch,6.9,0 a 10,Yarrow Cheney,"Animação, Família, Comédia, Fantasia"
1769,Paixão Sem Limites,7.723,0 a 10,Fernando González Molina,"Romance, Drama"
1773,Os Bons Companheiros,8.5,0 a 10,Martin Scorsese,"Drama, Crime"
1775,Os Incríveis 2,7.465,0 a 10,Brad Bird,"Ação, Aventura, Animação, Família"
1782,Divergente,6.917,0 a 10,Neil Burger,"Ação, Aventura, Ficção científica"
1786,Desce?,6.9,0 a 10,Daniel Stamm,"Terror, Thriller, Cinema TV"
1787,Doutor Estranho,7.425,0 a 10,Scott Derrickson,"Ação, Aventura, Fantasia"
1791,Annie,6.2,0 a 10,Will Gluck,"Comédia, Drama, Família"
1797,Seven: Os Sete Crimes Capitais,8.375,0 a 10,David Fincher,"Crime, Mistério, Thriller"
1804,Cães de Guerra,5.781,0 a 10,Isaac Florentine,"Ação, Crime, Thriller"
1820,Hércules,7.507,0 a 10,Ron Clements,"Animação, Família, Fantasia, Aventura, Comédia, Romance"
1832,Pantera Negra,7.384,0 a 10,Ryan Coogler,"Ação, Aventura, Ficção científica"
1839,(500) Dias com Ela,7.3,0 a 10,Marc Webb,"Comédia, Drama, Romance"
1863,A Chegada,7.606,0 a 10,Denis Villeneuve,"Drama, Ficção científica, Mistério"
1878,Kill Bill: Volume 1,7.97,0 a 10,Quentin Tarantino,"Ação, Crime"
1879,Divergente,6.917,0 a 10,Neil Burger,"Ação, Aventura, Ficção científica"
1880,O Retorno dos Thundermans,7.034,0 a 10,Trevor Kirschner,"Família, Ficção científica, Ação, Comédia"
1881,Os Mercenários 3,6.217,0 a 10,Patrick Hughes,"Ação, Aventura, Thriller"
1882,O Conde de Monte Cristo,8.4,0 a 10,Alexandre de La Patellière,"Aventura, História, Ação, Drama, Romance, Thriller"
1883,Hotel Transilvânia,6.961,0 a 10,Genndy Tartakovsky,"Animação, Comédia, Família, Fantasia"
1885,O Jogo Favorito,3.6,0 a 10,Bernar Hébert,Drama
1886,Olhos Famintos,6.466,0 a 10,Victor Salva,"Terror, Thriller, Mistério, Drama"
1887,Os Dez Mandamentos,7.763,0 a 10,Cecil B. DeMille,"Drama, História"
1888,A Entrega,6.783,0 a 10,Michaël R. Roskam,"Drama, Crime"
1889,Cinderela II: Os Sonhos Se Realizam,6.1,0 a 10,John Kafka,"Família, Animação, Romance, Fantasia"
1890,Odio el verano,6.5,0 a 10,Fernando García-Ruiz Rubio,Comédia
1891,Casi el Paraíso,7.4,0 a 10,Edgar San Juan,"Drama, Crime, Comédia"
1892,(500) Dias com Ela,7.3,0 a 10,Marc Webb,"Comédia, Drama, Romance"
1893,Desce?,6.9,0 a 10,Daniel Stamm,"Terror, Thriller, Cinema TV"
1894,A Chamada,6.676,0 a 10,Nimród Antal,"Thriller, Ação, Aventura"
1895,Gigolô por Acidente,5.972,0 a 10,Mike Mitchell,Comédia
1896,Cruella,8.012,0 a 10,Craig Gillespie,"Comédia, Crime, Família, Aventura"
1897,Sobrenatural: A Porta Vermelha,6.618,0 a 10,Patrick Wilson,"Terror, Thriller"
1898,A Incrível História de Adaline,7.48,0 a 10,Lee Toland Krieger,"Romance, Fantasia, Drama"
1907,O Labirinto do Fauno,7.757,0 a 10,Guillermo del Toro,"Fantasia, Drama, Guerra"
1908,Django Livre,8.181,0 a 10,Quentin Tarantino,"Drama, Faroeste"
1910,O Poderoso Chefinho 2: Negócios da Família,7.377,0 a 10,Tom McGrath,"Animação, Comédia, Aventura, Família"
1917,Jack Reacher: Sem Retorno,5.985,0 a 10,Edward Zwick,"Ação, Thriller"
1918,A Múmia,6.935,0 a 10,Stephen Sommers,"Aventura, Ação, Fantasia"
1919,Meninas Malvadas,6.0,0 a 10,Arturo Perez Jr.,Comédia
1931,Elvis,7.532,0 a 10,Baz Luhrmann,"Drama, Música, História"
1945,Coração Valente,7.941,0 a 10,Mel Gibson,"Ação, Drama, História, Guerra"
1947,Pânico,7.4,0 a 10,Wes Craven,"Crime, Terror, Mistério"
1957,Tabu,5.0,0 a 10,Vilgot Sjöman,Drama
1964,Fúria de Titãs,5.904,0 a 10,Louis Leterrier,"Aventura, Fantasia, Ação"
1968,A Incrível História de Adaline,7.48,0 a 10,Lee Toland Krieger,"Romance, Fantasia, Drama"
1975,Medidas Extremas,5.645,0 a 10,John Stephen Baltazar,"Ação, Comédia"
1977,O Jogo da Imitação,8.0,0 a 10,Morten Tyldum,"História, Drama, Thriller, Guerra"
1982,O Retorno dos Thundermans,7.034,0 a 10,Trevor Kirschner,"Família, Ficção científica, Ação, Comédia"
1988,Wicked,0.0,0 a 10,Jon M. Chu,"Drama, Fantasia, Romance"
1989,Cruella,8.012,0 a 10,Craig Gillespie,"Comédia, Crime, Família, Aventura"
1996,A Fantástica Fábrica de Chocolate,7.492,0 a 10,Mel Stuart,"Família, Fantasia, Comédia"
1998,O Predador,5.631,0 a 10,Shane Black,"Ficção científica, Ação, Aventura"
1999,O Predador,5.631,0 a 10,Shane Black,"Ficção científica, Ação, Aventura"
2011,Orgulho e Preconceito,8.075,0 a 10,Joe Wright,"Drama, Romance"
2022,Batman Begins,7.71,0 a 10,Christopher Nolan,"Ação, Crime, Drama"
