titulo,nota,tipo de nota,diretor,generos
Rambo II - A Missão,6.64,0 a 10,George P. Cosmatos,"Ação, Aventura, Thriller, Guerra"
Rambo III,6.2,0 a 10,Peter MacDonald,"Ação, Aventura, Thriller, Guerra"
Rambo IV,6.7,0 a 10,Sylvester Stallone,"Ação, Thriller, Guerra"
Rambo: Até o Fim,6.54,0 a 10,Adrian Grünberg,"Ação, Thriller, Drama"
Rambo: Programado Para Matar,7.493,0 a 10,Ted Kotcheff,"Ação, Aventura, Thriller, Guerra"
Rampage: Destruição Total,6.46,0 a 10,Brad Peyton,"Ação, Aventura, Ficção científica"
Rampage: Sede de Vingança,6.0,0 a 10,Uwe Boll,"Ação, Crime, Thriller"
Ran,8.069,0 a 10,Akira Kurosawa,"Ação, Drama, História"
Rango,4.5,0 a 10,Gore Verbinski,"Animação, Comédia, Família, Faroeste, Aventura"
"Ranma ½: Filme 1 - Big Trouble in Nekonron, China",7.263,0 a 10,Shuuji Iuchi,"Animação, Comédia, Ação, Romance"
Ranma ½: Filme 2 - Nihao My Concubine,8.091,0 a 10,Iku Suzuki,"Ação, Comédia, Animação"
Raposa de Fogo,6.017,0 a 10,Clint Eastwood,"Ficção científica, Ação, Aventura, Thriller"
Rascal Does Not Dream of a Dreaming Girl,8.232,0 a 10,Souichi Masui,"Animação, Romance, Drama, Fantasia"
Rascal Does Not Dream of a Knapsack Kid,7.844,0 a 10,Souichi Masui,"Animação, Drama, Fantasia"
Rascal Does Not Dream of a Sister Venturing Out,7.8,0 a 10,Souichi Masui,"Animação, Drama, Fantasia"
Rashomon,8.087,0 a 10,Akira Kurosawa,"Crime, Drama, Mistério"
Rastro de Maldade,6.854,0 a 10,S. Craig Zahler,"Faroeste, Terror, Drama"
Rastros de Justiça,6.1,0 a 10,Oliver Hirschbiegel,"Crime, Drama, Thriller"
Rastros de um Sequestro,7.98,0 a 10,Jang Hang-jun,"Thriller, Mistério, Crime"
Rastros de Ódio,7.7,0 a 10,John Ford,Faroeste
Ratatouille,4.8,0 a 10,Brad Bird,"Animação, Comédia, Família, Fantasia"
Ratos e Homens,7.2,0 a 10,Gary Sinise,Drama
Ray,7.446,0 a 10,Taylor Hackford,"Drama, Música"
Raya e o Último Dragão,7.848,0 a 10,Don Hall,"Animação, Família, Fantasia, Ação, Aventura"
Razão e Sensibilidade,7.4,0 a 10,Ang Lee,"Drama, Romance"
Raça Selvagem,5.186,0 a 10,Jody Dwyer,"Thriller, Terror"
Re-Animator: A Hora dos Mortos-Vivos,7.053,0 a 10,Stuart Gordon,"Ficção científica, Comédia, Terror"
Re-Animator: Fase Terminal,5.976,0 a 10,Brian Yuzna,"Terror, Thriller, Ficção científica, Comédia"
Re:ZERO -Starting Life in Another World- Laços Congelados,7.4,0 a 10,Masaharu Watanabe,"Animação, Drama, Thriller, Fantasia"
Re:ZERO -Starting Life in Another World- Memory Snow,7.2,0 a 10,Tatsuya Koyanagi,"Animação, Aventura, Fantasia"
ReGOREgitated Sacrifice,3.5,0 a 10,Lucifer Valentine,Terror
ReMastered: O Diabo na Encruzilhada,6.882,0 a 10,Brian Oakes,"Documentário, Música"
Reagan,6.4,0 a 10,Sean McNamara,"Drama, História"
Real Gangsters,2.8,0 a 10,Frank D'Angelo,"Drama, Crime"
Reality,6.443,0 a 10,Tina Satter,"Drama, Thriller"
Reação em Cadeia,5.732,0 a 10,Andrew Davis,"Ficção científica, Ação, Drama, Thriller"
Rebel Moon - Parte 1: A Menina do Fogo,6.334,0 a 10,Zack Snyder,"Ficção científica, Drama, Ação"
Rebel Moon - Parte 2: A Marcadora de Cicatrizes,6.128,0 a 10,Zack Snyder,"Ficção científica, Ação"
Rebel Ridge,7.029,0 a 10,Jeremy Saulnier,"Crime, Ação, Thriller"
Rebeldes,6.036,0 a 10,Annette Haywood-Carter,"Ação, Drama, Thriller"
Rebeldia Indomável,7.7,0 a 10,Stuart Rosenberg,"Ação, Drama, Crime"
Rebuilding Coraline,7.8,0 a 10,Diretor não encontrado,Documentário
Recontagem,6.807,0 a 10,Jay Roach,"Drama, História, Cinema TV"
Recrutas da Pesada,6.546,0 a 10,Ivan Reitman,"Ação, Comédia"
Recém-Casados,5.778,0 a 10,Shawn Levy,"Romance, Comédia"
Red Notice 3,0.0,0 a 10,Rawson Marshall Thurber,"Crime, Comédia, Thriller, Ação"
Red Right Hand,6.968,0 a 10,Ian Nelms,"Crime, Ação, Thriller"
Red Stone: Caçada Mortal,5.6,0 a 10,Derek Presley,"Ação, Crime, Mistério, Thriller, Drama"
Red: Crescer é Uma Fera,7.373,0 a 10,Domee Shi,"Animação, Família, Comédia, Fantasia"
Red: Crescer é uma Fera,4.4,0 a 10, Domee Shi,"Animação, Família, Comédia, Fantasia"
Rede de Corrupção,5.726,0 a 10,Andrzej Bartkowiak,"Ação, Crime, Thriller"
Rede de Intrigas,7.8,0 a 10,Sidney Lumet,Drama
Rede de Mentiras,6.626,0 a 10,Ridley Scott,"Ação, Drama, Thriller"
Redenção,6.2,0 a 10,Steven Knight,"Ação, Thriller"
Redirecionado,5.811,0 a 10,Emilis Vėlyvis,"Ação, Comédia, Crime, Thriller"
Reds,6.9,0 a 10,Warren Beatty,"Drama, História, Romance"
Reencarnação,6.0,0 a 10,Jonathan Glazer,"Drama, Mistério"
Refém,6.3,0 a 10,Florent-Emilio Siri,"Ação, Thriller, Crime"
Refém da Paixão,6.99,0 a 10,Jason Reitman,"Drama, Romance, Thriller"
Refém do Medo,5.281,0 a 10,Farren Blackburn,"Drama, Thriller"
Refém do Silêncio,6.254,0 a 10,Gary Fleder,"Thriller, Mistério"
Reféns do Mal,6.439,0 a 10,Stewart Hendler,"Crime, Drama, Terror, Thriller"
Refúgio,5.7,0 a 10,Tim Fehlbaum,"Ficção científica, Thriller"
Refúgio do Medo,6.8,0 a 10,Brad Anderson,"Thriller, Mistério, Terror"
Região do Ódio,6.853,0 a 10,Anthony Mann,Faroeste
Regra 34,5.571,0 a 10,Julia Murat,Drama
Regras da Atração,6.2,0 a 10,Roger Avary,"Drama, Romance, Comédia"
Regras da Vida,7.036,0 a 10,Lasse Hallström,Drama
Rei Arthur,6.3,0 a 10,Antoine Fuqua,"Aventura, Guerra, História, Ação, Drama"
Rei Arthur: A Lenda da Espada,6.548,0 a 10,Guy Ritchie,"Ação, Drama, Fantasia"
Rei do Ringue: A História de Jem Belcher,6.299,0 a 10,Daniel Graham,"História, Drama"
Rei dos Espinhos,6.6,0 a 10,Kazuyoshi Katayama,"Fantasia, Animação, Ficção científica"
Reign of Chaos,5.6,0 a 10,Becca Hirani,"Ação, Terror, Fantasia"
Reino Escondido,6.5,0 a 10,Chris Wedge,"Animação, Aventura, Família, Fantasia"
Reino de Deus,7.79,0 a 10,Francis Lee,"Romance, Drama"
Reino de Fogo,6.186,0 a 10,Rob Bowman,"Aventura, Ação, Fantasia"
Reis de Baltimore,7.9,0 a 10,Ángel Manuel Soto,Drama
Rejeitados pelo Diabo,6.7,0 a 10,Rob Zombie,"Drama, Terror, Crime"
Relatos Selvagens,7.9,0 a 10,Damián Szifron,"Drama, Thriller, Comédia"
Relatos de Guerra,6.773,0 a 10,Paul Gross,"Guerra, Drama, Thriller, Ação"
Relação Indecente,5.5,0 a 10,Katt Shea,"Thriller, Drama"
Relação Indecente 3 - A Nova Sedução,4.8,0 a 10,Kurt Voss,"Thriller, Romance, Drama"
Relação em Risco,6.57,0 a 10,Tyler Perry,Drama
Relyebo,5.6,0 a 10,Crisanto B. Aquino,Thriller
Relíquia Macabra,7.708,0 a 10,John Huston,"Mistério, Crime, Thriller"
Remando para o Ouro,7.349,0 a 10,George Clooney,"Drama, História"
Remanescentes: Esquecidos por Deus,6.085,0 a 10,Casey La Scala,"Thriller, Terror"
Renaissance: Um Filme de Beyoncé,8.611,0 a 10,Beyoncé,"Música, Documentário"
Renegades,5.581,0 a 10,Steven Quale,"Thriller, Ação"
Renegado: Um Osso Duro de Roer,6.059,0 a 10,Enzo Barboni,"Ação, Aventura, Comédia, Faroeste"
Renegados,5.744,0 a 10,Daniel Zirilli,"Ação, Crime, Thriller"
Renfield: Dando Sangue pelo Chefe,6.53,0 a 10,Chris McKay,"Comédia, Terror"
Rent: Os Boêmios,6.8,0 a 10,Chris Columbus,"Drama, Romance"
Repetente,8.091,0 a 10,Vidhu Vinod Chopra,Drama
Repli-Kate,5.296,0 a 10,Frank Longo,"Ficção científica, Comédia"
Replicante,5.8,0 a 10,Ringo Lam,"Ação, Ficção científica, Thriller"
Requiem for a Dream,4.6,0 a 10,Darren Aronofsky,"Crime, Drama"
Resgate,7.329,0 a 10,Sam Hargrave,"Ação, Thriller"
Resgate 2,7.453,0 a 10,Sam Hargrave,"Ação, Thriller"
Resgate 3,0.0,0 a 10,Sam Hargrave,"Ação, Thriller"
Resgate Abaixo de Zero,7.008,0 a 10,Frank Marshall,"Aventura, Drama, Família"
Resgate em Amsterdã,6.572,0 a 10,Todor Chapkanov,"Ação, Crime, Mistério, Thriller"
Resgate em Medelín,5.64,0 a 10,Franck Gastambide,"Ação, Comédia"
Resident Evil 2: Apocalipse,6.359,0 a 10,Alexander Witt,"Terror, Ação, Ficção científica"
Resident Evil: A Vingança,6.907,0 a 10,Takanori Tsujimoto,"Animação, Terror, Aventura, Ação, Ficção científica"
Resident Evil: Bem-Vindo a Raccoon City,5.969,0 a 10,Johannes Roberts,"Terror, Ficção científica, Ação"
Resident Evil: Condenação,6.9,0 a 10,Makoto Kamiya,"Animação, Terror, Ação"
Resident Evil: Degeneração,6.8,0 a 10,Makoto Kamiya,"Animação, Terror, Ação, Ficção científica"
Resident Evil: Ilha da Morte,7.369,0 a 10,Eiichirō Hasumi,"Animação, Ação, Terror"
Resident Evil: O Hóspede Maldito,6.636,0 a 10,Paul W. S. Anderson,"Terror, Ação, Ficção científica"
Resistência,7.11,0 a 10,Gareth Edwards,"Ação, Aventura, Ficção científica"
Ressaca de Amor,6.502,0 a 10,Nicholas Stoller,"Comédia, Romance, Drama"
Retorno da Lenda,7.267,0 a 10,Potsy Ponciroli,Faroeste
Retrato de uma Jovem em Chamas,8.119,0 a 10,Céline Sciamma,"Drama, Romance, História"
Retratos de um Amor,8.1,0 a 10,Piyakarn Butprasert,"Romance, Comédia"
"Retroceder Nunca, Render-se Jamais",6.224,0 a 10,Corey Yuen,Ação
Revelação,6.415,0 a 10,Robert Zemeckis,"Drama, Terror, Mistério, Thriller"
Revelações,6.011,0 a 10,Robert Benton,"Drama, Romance"
Reviravolta,6.639,0 a 10,Oliver Stone,"Crime, Drama, Thriller"
Revisión 23,0.0,0 a 10,Iban Granero del Río,Terror
Reviver,6.0,0 a 10,Mateo Gil,Ficção científica
Revolução em Dagenham,6.696,0 a 10,Nigel Cole,"Comédia, Drama, História"
Revólver,6.351,0 a 10,Guy Ritchie,"Drama, Thriller, Crime, Mistério"
Ricki and the Flash: De Volta pra Casa,5.777,0 a 10,Jonathan Demme,"Comédia, Drama, Música"
Ricky Bobby: A Toda Velocidade,6.359,0 a 10,Adam McKay,Comédia
Ricky Stanicky,6.495,0 a 10,Peter Farrelly,Comédia
Riddick 3,6.3,0 a 10,David Twohy,"Ficção científica, Ação, Thriller"
Ring 2: O Chamado,5.7,0 a 10,Hideo Nakata,"Terror, Mistério, Ficção científica"
Rio,6.736,0 a 10,Carlos Saldanha,"Animação, Aventura, Comédia, Família"
Rio 2,6.51,0 a 10,Carlos Saldanha,"Animação, Aventura, Comédia, Família"
Rio Bravo,6.821,0 a 10,John Ford,Faroeste
Rio Lobo,6.4,0 a 10,Howard Hawks,Faroeste
Rios Vermelhos 2 - Anjos do Apocalipse,6.095,0 a 10,Olivier Dahan,"Ação, Thriller, Crime"
Riquinho,5.918,0 a 10,Donald Petrie,"Comédia, Família"
Risco Duplo,6.593,0 a 10,Bruce Beresford,"Drama, Thriller, Mistério"
Risco Máximo,5.731,0 a 10,Ringo Lam,"Ação, Thriller"
Risco Total,4.0,0 a 10, John Badham,"Ação, Aventura, Thriller"
Rise of the Decayed,0.0,0 a 10,David James Armsby,"Animação, Fantasia"
Rise: A Ressurreição,5.354,0 a 10,Sebastian Gutierrez,"Ação, Aventura, Terror, Thriller"
Rita,6.0,0 a 10,Jerry Lopez Sineneng,Drama
Ritmo & Blues - O Sonho do Sucesso,7.235,0 a 10,Robert Townsend,"Drama, Música"
Ritmo Total,6.905,0 a 10,Charles Stone III,"Drama, Romance, Comédia, Música"
Ritmo de um Sonho,7.128,0 a 10,Craig Brewer,"Crime, Drama, Música"
Ritual de Inverno,5.659,0 a 10,Brant Sersen,"Terror, Mistério, Thriller"
Rivais,7.14,0 a 10,Luca Guadagnino,"Romance, Drama"
River Wild,6.418,0 a 10,Ben Ketai,"Mistério, Thriller, Aventura"
Rob Peace,5.778,0 a 10,Chiwetel Ejiofor,"Drama, História"
Robin Hood,7.301,0 a 10,Wolfgang Reitherman,"Animação, Família"
Robin Hood de Chicago,6.1,0 a 10,Gordon Douglas,"Música, Comédia, Crime"
Robin Hood: A Origem,5.909,0 a 10,Otto Bathurst,"Aventura, Ação, Thriller, Fantasia"
Robin Hood: O Príncipe dos Ladrões,6.853,0 a 10,Kevin Reynolds,"Ação, Aventura, Drama"
Robinson Crusoé,5.876,0 a 10,George T. Miller,"Ação, Aventura, Drama"
RoboCop,5.874,0 a 10,José Padilha,"Ficção científica, Ação, Crime"
RoboCop - O Policial do Futuro,7.325,0 a 10,Paul Verhoeven,"Ação, Thriller, Ficção científica"
RoboCop 2,5.998,0 a 10,Irvin Kershner,"Ação, Aventura, Crime, Ficção científica, Thriller"
RoboCop 3,4.827,0 a 10,Fred Dekker,"Ação, Aventura, Crime, Ficção científica, Thriller"
Robô Selvagem,8.9,0 a 10,Chris Sanders,"Animação, Ficção científica, Família"
Robôs,6.453,0 a 10,Chris Wedge,"Animação, Comédia, Família, Ficção científica"
Rocco,5.6,0 a 10,Alban Teurlai,Documentário
Rock Star,6.727,0 a 10,Stephen Herek,"Música, Drama, Comédia"
Rock'N'Rolla: A Grande Roubada,6.961,0 a 10,Guy Ritchie,"Ação, Crime, Thriller"
Rocketeer,6.469,0 a 10,Joe Johnston,"Ação, Aventura, Ficção científica, Família"
Rocketman,7.328,0 a 10,Dexter Fletcher,"Música, Drama"
Rocky Balboa,6.869,0 a 10,Sylvester Stallone,Drama
Rocky II: A Revanche,7.3,0 a 10,Sylvester Stallone,Drama
Rocky III: O Desafio Supremo,6.9,0 a 10,Sylvester Stallone,Drama
Rocky IV,7.09,0 a 10,Sylvester Stallone,Drama
Rocky V,5.773,0 a 10,John G. Avildsen,Drama
Rocky: Um Lutador,7.788,0 a 10,John G. Avildsen,Drama
Roda do destino,7.1,0 a 10,Ryūsuke Hamaguchi,"Drama, Romance"
Rogai por Nós,6.602,0 a 10,Evan Spiliotopoulos,"Terror, Mistério"
"Roger, O Conquistador",6.122,0 a 10,Dylan Kidd,"Comédia, Drama"
Rogue Agent,6.364,0 a 10,Adam Patterson,"Thriller, Drama"
Rogue One: Uma História Star Wars,7.494,0 a 10,Gareth Edwards,"Ação, Aventura, Ficção científica"
"Rogue, o Assassino",6.3,0 a 10,Philip G. Atwell,"Ação, Thriller"
Roll on By,0.0,0 a 10,Lyra Murphy,
Rollerball,3.963,0 a 10,John McTiernan,"Ação, Ficção científica, Thriller"
Rollerball: Os Gladiadores do Futuro,6.234,0 a 10,Norman Jewison,"Ficção científica, Ação"
Rolou Uma Química,5.9,0 a 10,Geoff Moore,"Drama, Comédia"
Roma,4.7,0 a 10, Alfonso Cuarón,Drama
Roma de Fellini,7.3,0 a 10,Federico Fellini,"Comédia, Drama"
Roman Peony,0.0,0 a 10,Alfrits John Robert,"Drama, Romance"
Romance,5.49,0 a 10,Catherine Breillat,"Drama, Romance"
Romanzo popolare,7.3,0 a 10,Mario Monicelli,"Comédia, Drama"
Romeu & Julieta,7.395,0 a 10,Franco Zeffirelli,"Drama, Romance"
Romeu + Julieta,6.8,0 a 10,Baz Luhrmann,"Drama, Romance"
Romeu Tem Que Morrer,6.249,0 a 10,Andrzej Bartkowiak,"Ação, Crime, Thriller"
Ron Bugado,7.908,0 a 10,Sarah Smith,"Animação, Ficção científica, Família, Comédia"
Ronin,6.961,0 a 10,John Frankenheimer,"Ação, Thriller, Crime"
Rosalie,6.3,0 a 10,Stéphanie Di Giusto,"Drama, Romance"
Rosario Tijeras,6.612,0 a 10,Emilio Maillé,"Crime, Romance, Drama"
Rosencrantz e Guildenstern Estão Mortos,4.1,0 a 10, Tom Stoppard,"Comédia, Drama"
Rota Sem Saída,6.633,0 a 10,Nadine Crocker,"Thriller, Ação, Crime, Drama"
Rota Suicida,6.567,0 a 10,Clint Eastwood,"Drama, Ação, Crime, Thriller"
Rota de Fuga,6.723,0 a 10,Mikael Håfström,"Ação, Thriller"
Rota de Fuga 2: Hades,5.173,0 a 10,Steven C. Miller,"Ação, Thriller, Mistério, Crime, Aventura"
Rota de Fuga 3: O Resgate,5.39,0 a 10,John Herzfeld,"Ação, Crime, Thriller"
Roubando Vidas,6.379,0 a 10,D. J. Caruso,Thriller
Roubo Entre Ladrões,6.129,0 a 10,Tibor Takács,"Ação, Mistério, Thriller, Crime"
Roubo nas Alturas,6.101,0 a 10,Brett Ratner,"Ação, Comédia"
Roubo pelos Ares,7.0,0 a 10,Ajay Singh,"Crime, Thriller"
Rowdy Rathore,5.93,0 a 10,Prabhu Deva,"Ação, Comédia, Crime"
Roxanne,6.389,0 a 10,Fred Schepisi,"Comédia, Romance"
"Rua Cloverfield, 10",6.994,0 a 10,Dan Trachtenberg,"Thriller, Ficção científica, Drama, Terror"
Rua do Medo: 1666 – Parte 3,7.127,0 a 10,Leigh Janiak,"Mistério, Terror"
Rua do Medo: 1978 - Parte 2,7.2,0 a 10,Leigh Janiak,"Terror, Mistério"
Rua do Medo: 1994 - Parte 1,6.7,0 a 10,Leigh Janiak,"Terror, Mistério"
Ruas Selvagens,5.7,0 a 10,Scott Kalvert,"Ação, Crime, Drama"
Ruas de Fogo,6.896,0 a 10,Walter Hill,Ação
Ruas em Guerra,6.8,0 a 10,Lior Geller,"Drama, Ação, Crime, Thriller"
Rubikon: Ponto Sem Retorno,5.318,0 a 10,Magdalena Lauritsch,"Ficção científica, Thriller, Drama"
Rubinrot,6.963,0 a 10,Felix Fuchssteiner,"Fantasia, Drama, Romance"
Ruby Marinho - Monstro Adolescente,7.28,0 a 10,Kirk DeMicco,"Animação, Família, Fantasia, Comédia"
Ruby Sparks - A Namorada Perfeita,7.111,0 a 10,Jonathan Dayton,"Comédia, Romance, Fantasia, Drama"
Rudo e Cursi - A Vida é uma Viagem,7.079,0 a 10,Carlos Cuarón,"Comédia, Drama"
"Rudolph, a Rena do Nariz Vermelho",7.4,0 a 10,Larry Roemer,"Animação, Família, Cinema TV"
Rudy,7.358,0 a 10,David Anspaugh,"Drama, História"
Rue du Conservatoire,0.0,0 a 10,Valérie Donzelli,Documentário
Rugrats em Paris: O Filme,6.646,0 a 10,Stig Bergqvist,"Família, Animação, Aventura, Comédia"
Rugrats: Os Anjinhos - O Filme,6.2,0 a 10,Norton Virgien,"Família, Animação, Comédia, Aventura"
Ruim pra Cachorro,7.269,0 a 10,Josh Greenbaum,"Comédia, Aventura"
Rumah Dara,6.118,0 a 10,Kimo Stamboel,"Terror, Thriller"
Runaway: Fora de Controle,5.504,0 a 10,Michael Crichton,"Ficção científica, Crime, Thriller, Drama"
Runt,8.0,0 a 10,John Sheedy,"Família, Aventura, Comédia, Drama"
Rush - Uma Viagem ao Inferno,6.7,0 a 10,Lili Fini Zanuck,"Crime, Drama"
Rush: No Limite da Emoção,7.721,0 a 10,Ron Howard,"Drama, Ação"
Rustin,6.7,0 a 10,George C. Wolfe,"Drama, História"
Ruína Azul,6.802,0 a 10,Jeremy Saulnier,"Crime, Thriller"
Rye Lane: Um Amor Inesperado,7.076,0 a 10,Raine Allen-Miller,"Comédia, Romance"
Rápida Vingança,6.316,0 a 10,George Tillman Jr.,"Crime, Drama, Ação, Thriller"
Rápida e Mortal,6.541,0 a 10,Sam Raimi,"Faroeste, Ação"
Réquiem para um Sonho,8.017,0 a 10,Darren Aronofsky,"Crime, Drama"
Révérence Subservience,5.5,0 a 10,Patrick Bouchard,"Animação, Terror"
S.O.S.: Tem um Louco Solto no Espaço,6.847,0 a 10,Mel Brooks,"Comédia, Ficção científica"
S.W.A.T.: Comando Especial,6.2,0 a 10,Clark Johnson,"Ação, Thriller, Crime"
S.W.A.T.: Comando Especial 2,5.7,0 a 10,Benny Boom,"Ação, Crime, Thriller"
S.W.A.T.: Força Letal,7.4,0 a 10,Ding Sheng,"Ação, Crime, Drama"
S.W.A.T.: Operação: Escorpião,5.854,0 a 10,Tony Giglio,"Ação, Crime, Thriller"
SHRED,0.0,0 a 10,Giovanna Trujillo,Documentário
STAND BY ME Doraemon,7.306,0 a 10,Takashi Yamazaki,"Animação, Família, Ficção científica, Fantasia, Aventura"
STAND BY ME Doraemon 2,7.641,0 a 10,Ryuichi Yagi,"Animação, Família, Ficção científica, Aventura"
STILL: Ainda Sou Michael J. Fox,7.631,0 a 10,Davis Guggenheim,Documentário
STW,0.0,0 a 10,Diretor não encontrado,"Drama, Romance"
Sabotagem,5.588,0 a 10,David Ayer,"Ação, Drama, Thriller, Crime"
Sabrina,7.516,0 a 10,Billy Wilder,"Comédia, Romance, Drama"
Sadac dro idga,0.0,0 a 10,Nino Benashvili,Drama
Sadako: Capítulo Final,5.898,0 a 10,Hideo Nakata,Terror
Sailor Moon Super S O Filme – O Buraco Negro dos Sonhos,7.891,0 a 10,Hiroki Shibata,"Animação, Fantasia, Ação, Romance, Comédia"
Saindo do Armário,6.8,0 a 10,Simon Shore,"Drama, Romance"
Sakaratul Maut,7.0,0 a 10,Sidharta Tata,"Terror, Thriller"
Sakasama no Patema,7.337,0 a 10,Yasuhiro Yoshiura,"Animação, Ficção científica, Aventura, Drama"
Sakra,6.4,0 a 10,Donnie Yen,Ação
Sakura Card Captor: O Filme,7.6,0 a 10,Morio Asaka,"Fantasia, Animação, Aventura"
Sakura Card Captors: A Carta Selada,8.168,0 a 10,Morio Asaka,"Comédia, Animação, Aventura, Fantasia, Romance, Ação"
Sala Verde,6.725,0 a 10,Jeremy Saulnier,"Terror, Crime, Thriller"
Sala de Espionagem,6.3,0 a 10,Matt Eskandari,"Ação, Crime"
Salaar: Part 1 - Ceasefir,6.771,0 a 10,Prashanth Neel,"Ação, Crime, Thriller, Drama, Guerra"
Salamandra,6.0,0 a 10,Alex Carvalho,Drama
Salawahan,1.0,0 a 10,Jeffrey Hidalgo,"Drama, Thriller"
Salitan,1.0,0 a 10,Bobby Bonifacio,"Drama, Romance"
Salomão e a Rainha de Sabá,6.3,0 a 10,King Vidor,"História, Romance"
Salsa Ni L,0.0,0 a 10,Rodante Y. Pajerma Jr.,Drama
Salt,6.4,0 a 10,Phillip Noyce,"Ação, Mistério, Thriller"
Saltburn,7.017,0 a 10,Emerald Fennell,"Drama, Comédia, Thriller"
Salvaje despertar,5.5,0 a 10,Joan Fermí Martí,"Drama, Romance, Thriller"
Salvando O General Yang,6.285,0 a 10,Ronny Yu,"Ação, Aventura, História"
Salão Kitty,5.6,0 a 10,Tinto Brass,"Drama, Guerra"
Saló ou os 120 Dias de Sodoma,6.385,0 a 10,Pier Paolo Pasolini,"Drama, Guerra"
Samaritan Girl,6.977,0 a 10,Kim Ki-duk,Drama
Samaritano,6.726,0 a 10,Julius Avery,"Ficção científica, Crime, Ação"
Samia,0.0,0 a 10,Yasemin Samdereli,"Drama, Família"
Sammy: A Grande Fuga,5.8,0 a 10,Ben Stassen,"Aventura, Animação, Família"
Samurai X 2: O Inferno de Kyoto,7.634,0 a 10,Keishi Otomo,"Ação, Aventura, Drama, Fantasia"
Samurai X 3: O Fim de Uma Lenda,7.705,0 a 10,Keishi Otomo,"Ação, Aventura, Fantasia"
Samurai X: A Origem,7.67,0 a 10,Keishi Otomo,"Ação, Aventura, Drama, Romance"
Samurai X: O Filme,7.512,0 a 10,Keishi Otomo,"Aventura, Ação, Fantasia, Guerra, História"
Samurai X: O Final,7.705,0 a 10,Keishi Otomo,"Ação, Aventura, História, Drama"
Sana Ol Pulubi,0.0,0 a 10,Diretor não encontrado,
Sanam Teri Kasam,7.906,0 a 10,Radhika Rao,"Drama, Romance"
Sanda,6.3,0 a 10,Nicu Gheorghe,"Drama, Romance, Família"
Sandwich,3.5,0 a 10,Jao Daniel Elamparo,Drama
Sangue Frio,6.8,0 a 10,Sébastien Drouin,"Thriller, Terror"
Sangue Jovem,6.383,0 a 10,Julius Avery,"Ação, Crime, Drama, Thriller"
Sangue Negro,4.5,0 a 10,Paul Thomas Anderson,Drama
Sangue Pela Glória,6.803,0 a 10,Ben Younger,Drama
Sangue de Heróis,7.01,0 a 10,John Ford,Faroeste
Sangue e Honra,6.2,0 a 10,Jonathan English,"Romance, Aventura, Ação, História"
Sangue e Ouro,6.644,0 a 10,Peter Thorwarth,"Ação, Drama, Guerra"
Sangue na Boca,4.5,0 a 10,Hernán Belón,Drama
Sangue no Gelo,6.282,0 a 10,Scott Walker,"Thriller, Crime"
Sanjuro,7.9,0 a 10,Akira Kurosawa,"Drama, Ação, Comédia"
Sansão,5.754,0 a 10,Bruce Macdonald,"Ação, Drama, Aventura"
Sansão e Dalila,6.5,0 a 10,Cecil B. DeMille,"Aventura, Romance, Drama"
Santa Sangre,7.1,0 a 10,Alejandro Jodorowsky,"Drama, Terror, Thriller"
Santos Justiceiros,7.3,0 a 10,Troy Duffy,"Ação, Thriller, Crime"
Santos Justiceiros II: O Retorno,5.961,0 a 10,Troy Duffy,"Ação, Thriller, Crime"
Santos e Soldados: Missão Berlim,5.348,0 a 10,Ryan Little,"Guerra, Drama, Ação"
Santuário,6.045,0 a 10,Alister Grierson,"Ação, Thriller"
Sapatinho Vermelho e os Sete Anões,7.725,0 a 10,Hong Sung-ho,"Animação, Fantasia, Drama, Família, Comédia, Romance"
Saraband,7.2,0 a 10,Ingmar Bergman,"Cinema TV, Drama"
Sardar Udham,7.266,0 a 10,Shoojit Sircar,"Crime, Drama, História"
Sasaki and Miyano: Graduation,5.7,0 a 10,Shinji Ishihira,"Animação, Romance"
Saturday Night,0.0,0 a 10,Jason Reitman,"Comédia, Drama, História"
Sauna,6.205,0 a 10,Antti-Jussi Annila,Terror
Savage Streets,6.24,0 a 10,Danny Steinmann,"Ação, Crime, Drama"
Savoring Paris,6.958,0 a 10,Clare Niederpruem,"Drama, Romance, Cinema TV"
Sayen,6.191,0 a 10,Alexander Witt,"Ação, Aventura"
Sayen: A Caçadora,5.842,0 a 10,Alexander Witt,"Ação, Thriller"
Sayen: A Rota Seca,6.255,0 a 10,Alexander Witt,"Ação, Thriller"
Scarface,8.167,0 a 10,Brian De Palma,"Ação, Crime, Drama"
Scarface: A Vergonha de uma Nação,7.452,0 a 10,Howard Hawks,"Crime, Drama"
Scarlet Innocence,6.3,0 a 10,Yim Pil-sung,"Thriller, Drama, Romance"
Scarlett,7.024,0 a 10,John Lyde,Ação
Scarygirl,6.9,0 a 10,Ricard Cussó,"Animação, Aventura, Família, Fantasia"
Scooby! O Filme,7.062,0 a 10,Tony Cervone,"Animação, Comédia, Família, Mistério"
Scooby-Doo 2: Monstros à Solta,6.072,0 a 10,Raja Gosnell,"Mistério, Fantasia, Aventura, Comédia"
Scooby-Doo e Krypto - O Supercão,7.601,0 a 10,Cecilia Aranovich,"Animação, Família, Mistério, Fantasia, Comédia"
Scooby-Doo e a Caçada Virtual,7.3,0 a 10,Jim Stenstrum,"Animação, Aventura, Comédia"
Scooby-Doo e a Escola Assombrada,7.384,0 a 10,Charles A. Nichols,"Animação, Família, Cinema TV, Mistério, Fantasia"
