id,titulo,nota,tipo de nota,diretor,generos
9316,Mutronics: O Futuro da Raça Humana,5.597,0 a 10,Steve Wang,"Ficção científica, Ação"
9317,Estrada Sem Lei,6.753,0 a 10,John Lee Hancock,"Crime, Drama, Thriller"
9318,As Quatro Penas Brancas,6.9,0 a 10,Zoltan Korda,"Aventura, Drama, Guerra, História"
9319,Garotas Selvagens 2,5.149,0 a 10,Jack Perez,"Crime, Drama, Mistério"
9320,Calmaria,5.447,0 a 10,Steven Knight,"Thriller, Mistério, Drama"
9321,A Moment To Remember,7.806,0 a 10,John H. Lee,"Drama, Romance"
9322,Dirty Love: Dando o Troco,4.4,0 a 10,John Asher,"Comédia, Romance"
9323,Feliz Natal,7.407,0 a 10,Christian Carion,"Drama, Guerra, Romance, História"
9324,Diário de uma Adolescente,5.7,0 a 10,Paul Hoen,"Família, Comédia, Drama, Cinema TV"
9325,Ipcress Arquivo Confidencial,6.8,0 a 10,Sidney J. Furie,Thriller
9326,A Lenda de Billie Jean,6.556,0 a 10,Matthew Robbins,"Ação, Comédia, Drama"
9327,Legado Explosivo,6.497,0 a 10,Mark Williams,"Thriller, Ação, Crime"
9328,Brahmāstra Parte Um: Shiva,6.5,0 a 10,Ayan Mukerji,"Fantasia, Ação, Aventura"
9329,As Fitas de Poughkeepsie,6.583,0 a 10,John Erick Dowdle,"Terror, Mistério, Crime, Thriller"
9330,Linhas Cruzadas,5.2,0 a 10,Diane Keaton,"Drama, Comédia"
9331,Shinobi - A Batalha,6.569,0 a 10,Ten Shimoyama,Ação
9332,Confessions of a Young American Housewife,5.792,0 a 10,Joseph W. Sarno,Drama
9333,Herbie: Um Fusca em Monte Carlo,5.9,0 a 10,Vincent McEveety,"Romance, Comédia, Família, Ação, Aventura"
9334,環南時候,0.0,0 a 10,Li Ding,"Drama, Fantasia"
9335,Promiscuidade os Pivetes de Kátia,4.5,0 a 10,Fauzi Mansur,Drama
9336,Casa Vazia,7.797,0 a 10,Kim Ki-duk,"Drama, Romance, Crime"
9337,O Bom Vizinho,6.625,0 a 10,Stephan Rick,"Thriller, Drama"
9338,Hanna,6.592,0 a 10,Joe Wright,"Ação, Thriller, Aventura"
9339,Onde Fica a Casa do Meu Amigo?,7.9,0 a 10,Abbas Kiarostami,"Drama, Família"
9340,O Que Esperar Quando Você Está Esperando,6.007,0 a 10,Kirk Jones,"Romance, Comédia, Drama"
9341,O Intrépido General Custer,6.6,0 a 10,Raoul Walsh,"Faroeste, Guerra, Drama, Romance"
9342,Um Homem Entre Gigantes,7.087,0 a 10,Peter Landesman,Drama
9343,Alma Torturada,6.9,0 a 10,Frank Tuttle,"Crime, Thriller, Mistério"
9344,Emma,6.66,0 a 10,Diarmuid Lawrence,"Comédia, Drama, Romance, Cinema TV"
9345,Lancelot: O Primeiro Cavaleiro,6.094,0 a 10,Jerry Zucker,"Ação, Aventura, Drama, Romance"
9346,Quatro Destinos,7.4,0 a 10,Mervyn LeRoy,"Romance, Drama, Família"
9347,Luta por Justiça,7.9,0 a 10,Destin Daniel Cretton,"Drama, Crime, História"
9348,クレヨンしんちゃん アクション仮面VSハイグレ魔王,7.1,0 a 10,Mitsuru Hongo,"Animação, Comédia"
9349,A Princesa da Yakuza,6.158,0 a 10,Vicente Amorim,"Ação, Thriller"
9350,"Aguirre, a Cólera dos Deuses",7.5,0 a 10,Werner Herzog,"História, Aventura, Drama"
9351,Gangues de Londres,7.284,0 a 10,Rapman,"Crime, Drama, Romance"
9352,어린 형수 2,5.2,0 a 10,Kim Tae-soo,Romance
9353,O Pássaro das Plumas de Cristal,7.186,0 a 10,Dario Argento,"Terror, Mistério, Thriller"
9354,Eles São Meus,5.2,0 a 10,Mac Alejandre,Drama
9355,Castelo de Areia,6.5,0 a 10,Fernando Coimbra,"Guerra, Ação, Drama"
9356,Julieta dos Espíritos,7.3,0 a 10,Federico Fellini,"Comédia, Drama, Fantasia"
9357,Hooligans 2,5.013,0 a 10,Jesse V. Johnson,"Crime, Drama"
9358,Refém do Silêncio,6.254,0 a 10,Gary Fleder,"Thriller, Mistério"
9359,Eli,6.006,0 a 10,Ciarán Foy,Terror
9360,Cheap Thrills,6.399,0 a 10,E.L. Katz,"Comédia, Crime, Drama"
9361,சண்டக்கோழி,7.0,0 a 10,N. Linguswamy,"Ação, Romance"
9362,Nunca Deixe de Lembrar,7.8,0 a 10,Florian Henckel von Donnersmarck,"Drama, Romance, História"
9363,Joe Sujo,5.6,0 a 10,Dennie Gordon,"Mistério, Aventura, Comédia, Romance, Drama"
9364,Doraemon the Movie: Ilha do Tesouro de Nobita,7.227,0 a 10,Kazuaki Imai,"Animação, Aventura, Fantasia, Ficção científica, Comédia, Família"
9365,Wolfwalkers,8.221,0 a 10,Tomm Moore,"Animação, Família, Aventura, Fantasia"
9366,Sailor Moon Super S O Filme – O Buraco Negro dos Sonhos,7.891,0 a 10,Hiroki Shibata,"Animação, Fantasia, Ação, Romance, Comédia"
9367,Mestre do Disfarce,3.984,0 a 10,Perry Andelin Blake,"Comédia, Família, Fantasia"
9368,Sem Risco Aparente,5.331,0 a 10,Bob Rafelson,"Ação, Crime, Drama, Mistério, Thriller"
9369,Boku ga Aishita Subete no Kimi e,6.6,0 a 10,Jun Matsumoto,"Animação, Romance, Ficção científica"
9370,Alvo Duplo,5.589,0 a 10,Walter Hill,"Ação, Crime, Thriller"
9371,A Morte e Vida de Charlie,6.962,0 a 10,Burr Steers,"Drama, Romance"
9372,(A) Fronteira,6.143,0 a 10,Xavier Gens,"Drama, Terror, Ação, Thriller"
9373,映画ドラえもん のび太の恐竜2006,7.5,0 a 10,Ayumu Watanabe,"Animação, Aventura, Família, Fantasia, Ficção científica"
9374,Um Beijo Roubado,6.391,0 a 10,Wong Kar-wai,"Drama, Romance"
9375,Paixão à Flor da Pele,6.838,0 a 10,Paul McGuigan,"Drama, Mistério, Romance, Thriller"
9376,Los Angeles: Cidade Proibida,7.796,0 a 10,Curtis Hanson,"Crime, Mistério, Thriller"
9377,Dr. Dolittle,5.707,0 a 10,Betty Thomas,"Comédia, Família, Fantasia"
9378,Minha Família Quer que Eu Case,6.062,0 a 10,Shekhar Kapur,"Romance, Comédia"
9379,O Observador,5.064,0 a 10,Joe Charbanic,"Mistério, Thriller"
9380,ぼくが生きてる、ふたつの世界,0.0,0 a 10,Mipo O,Drama
9381,Simbad e o Olho do Tigre,6.6,0 a 10,Sam Wanamaker,"Ação, Aventura, Família, Fantasia, Ficção científica"
9382,Contos de Natal,7.4,0 a 10,Brian Desmond Hurst,"Fantasia, Drama"
9383,"Pasado, pero no olvidado.",0.0,0 a 10,Stanislav Nazirov,
9384,O Bebê de Bridget Jones,6.414,0 a 10,Sharon Maguire,"Comédia, Romance, Drama"
9385,Hitman: Agente Jun,7.262,0 a 10,Choi Won-sub,"Ação, Comédia"
9386,American Kamasutra,4.464,0 a 10,Jacky St. James,"Drama, Romance"
9387,Breakdance 2,4.951,0 a 10,Sam Firstenberg,"Drama, Música"
9388,Fim dos Dias,6.079,0 a 10,Peter Hyams,"Ação, Terror, Fantasia"
9389,Gangues de Lagos,6.278,0 a 10,Jadesola Osiberu,Crime
9390,Jogos Patrióticos,6.675,0 a 10,Phillip Noyce,"Drama, Ação, Thriller, Crime"
9391,Delta Farce: Missão Incompetência,4.804,0 a 10,C.B. Harding,"Comédia, Ação, Aventura"
9392,Muito Além do Jardim,7.618,0 a 10,Hal Ashby,"Comédia, Drama"
9393,Submersos,6.03,0 a 10,David Twohy,"Thriller, Terror, Mistério"
9394,Terror em Mercy Falls,6.517,0 a 10,Jaume Balagueró,"Terror, Thriller, Mistério"
9395,Lulu,4.5,0 a 10,Caroline Sascha Cogez,Drama
9396,A Experiência III,5.264,0 a 10,Brad Turner,"Ficção científica, Ação, Terror"
9397,Os Pinguins do Papai,5.954,0 a 10,Mark Waters,"Comédia, Família"
9398,Nove Meses,5.695,0 a 10,Chris Columbus,"Romance, Comédia"
9399,അജയന്റെ രണ്ടാം മോഷണം,6.5,0 a 10,Jithin Laal,"Ação, Aventura, Drama"
9400,Encontro de Amor,6.1,0 a 10,Wayne Wang,"Comédia, Drama, Romance"
9401,Pi,7.1,0 a 10,Darren Aronofsky,"Mistério, Drama, Thriller"
9402,A Esposa do Juiz,5.5,0 a 10,Lucio Fulci,Comédia
9403,A Equipe da Noite,5.3,0 a 10,Christian Sesma,"Thriller, Ação, Mistério"
9404,Simplesmente Irresistível,5.452,0 a 10,Mark Tarlov,"Comédia, Romance"
9405,"Monster High: Monstros, Câmera, Ação!",7.4,0 a 10,Sylvain Blais,"Família, Animação, Fantasia"
9406,Dia dos Mortos,4.66,0 a 10,Hèctor Hernández Vicens,"Ação, Terror"
9407,A Bolha Assassina,6.757,0 a 10,Chuck Russell,"Terror, Ficção científica"
9408,Kristy,6.1,0 a 10,Olly Blackburn,"Thriller, Terror"
9409,Par Perfeito,5.961,0 a 10,Robert Luketic,"Ação, Comédia, Thriller, Romance"
9410,Não Conte a Ninguém,7.253,0 a 10,Guillaume Canet,"Drama, Thriller, Crime, Mistério"
9411,Nowhere,6.8,0 a 10,Gregg Araki,"Comédia, Drama, Ficção científica"
9412,Instinto Sedutor,4.7,0 a 10,Anne Goursaud,"Drama, Romance, Thriller"
9413,A Super Máquina 2000,5.127,0 a 10,Alan J. Levi,"Ação, Ficção científica, Cinema TV"
9414,Indiferença,7.8,0 a 10,Pulkit,"Drama, Crime"
9415,Problemista,6.8,0 a 10,Julio Torres,Comédia
9416,Terra Violenta,6.099,0 a 10,Ti West,"Faroeste, Ação"
9417,Tempo de Melodia,6.163,0 a 10,Clyde Geronimi,"Animação, Música, Família"
9418,Following,7.152,0 a 10,Christopher Nolan,"Drama, Thriller"
9419,A Crônica Francesa,7.1,0 a 10,Wes Anderson,"Drama, Comédia"
9420,The Canterville Ghost,6.4,0 a 10,Kim Burdon,"Animação, Comédia, Família, Fantasia"
9421,JJ+E,5.788,0 a 10,Alexis Almström,"Romance, Drama"
9422,Wendell & Wild,6.7,0 a 10,Henry Selick,"Animação, Comédia, Fantasia, Terror"
9423,"Capone, O Gângster",5.927,0 a 10,Steve Carver,"Crime, Drama"
9424,O Vendedor Chinês,5.571,0 a 10,Tan Bing,"Ação, Thriller"
9425,Zumbis na Neve,5.973,0 a 10,Tommy Wirkola,"Terror, Comédia"
9426,Missão Secreta,6.9,0 a 10,Kim Sung-hoon,"Ação, Drama"
9427,Difícil de Matar,5.977,0 a 10,Bruce Malmuth,"Ação, Drama"
9428,O Homem de 8 Vidas,6.8,0 a 10,Norman Z. McLeod,"Comédia, Fantasia, Romance"
9429,女体銃 ガン・ウーマン GUN WOMAN,5.0,0 a 10,Kurando Mitsutake,"Thriller, Ação"
9430,Paixão Inocente,5.915,0 a 10,Drake Doremus,Drama
9431,3000 Milhas para o Inferno,5.84,0 a 10,Demian Lichtenstein,"Ação, Aventura, Comédia, Crime, Thriller"
9432,Uma História Chinesa de Fantasmas,7.262,0 a 10,Tony Ching Siu-Tung,"Fantasia, Ação"
9433,A Época da Inocência,6.986,0 a 10,Martin Scorsese,"Drama, Romance"
9434,La llegada del hijo,0.0,0 a 10,Cecilia Atán,Drama
9435,Cowboys do Espaço,6.386,0 a 10,Clint Eastwood,"Ação, Aventura, Thriller"
9436,Queda Livre: A Tragédia do Caso Boeing,7.064,0 a 10,Rory Kennedy,Documentário
9437,Given: O Filme,8.3,0 a 10,Hikaru Yamaguchi,"Animação, Drama, Música, Romance"
9438,Tormenta,6.267,0 a 10,Ridley Scott,"Drama, Aventura"
9439,Uma Carta para Momo,7.363,0 a 10,Hiroyuki Okiura,"Comédia, Fantasia, Animação, Drama, Família"
9440,Assassinos de Aluguel,5.051,0 a 10,Jessy Terrero,"Mistério, Drama, Ação, Crime"
9441,Yentl,6.606,0 a 10,Barbra Streisand,"Música, Drama, Romance"
9442,Megalodon: The Frenzy,3.222,0 a 10,Brendan Petrizzo,"Ação, Aventura, Terror, Ficção científica"
9443,A Cura,7.478,0 a 10,Kiyoshi Kurosawa,"Crime, Thriller, Terror, Mistério"
9444,Caçador de Recompensas,5.9,0 a 10,Andy Tennant,"Ação, Comédia, Romance"
9445,Legião dos Super-Heróis,6.506,0 a 10,Jeff Wamester,"Animação, Ação, Ficção científica"
9446,Um Homem e uma Mulher,6.759,0 a 10,Lee Yoon-ki,"Drama, Romance"
9447,바꿔 할래?,7.3,0 a 10,Han Dae-wi,"Drama, Romance"
9448,胸が鳴るのは君のせい,7.462,0 a 10,Hiroto Takahashi,"Romance, Drama"
9449,O Mestre das Armas,7.494,0 a 10,Ronny Yu,"Drama, Ação"
9450,O Apanhador de Sonhos,5.617,0 a 10,Lawrence Kasdan,"Drama, Terror, Ficção científica, Thriller"
9451,Tão Forte e Tão Perto,6.972,0 a 10,Stephen Daldry,Drama
9452,Ilusões Perigosas,6.074,0 a 10,Lewis Gilbert,"Mistério, Terror"
9453,No Limite: A História de Ernie Davis,7.1,0 a 10,Gary Fleder,Drama
9454,Agatha e a Maldição de Ishtar,5.857,0 a 10,Sam Yates,Crime
9455,Farrapo Humano,7.6,0 a 10,Billy Wilder,Drama
9456,A Garota Morta,6.023,0 a 10,Karen Moncrieff,"Mistério, Drama, Crime, Thriller"
9457,Peccato veniale,5.7,0 a 10,Salvatore Samperi,Comédia
9458,Fogo Cruzado,6.235,0 a 10,Joe Carnahan,"Thriller, Crime, Ação"
9459,O Casamento de Muriel,6.816,0 a 10,P.J. Hogan,"Comédia, Drama, Romance"
9460,Stephen Curry: Subestimado,7.7,0 a 10,Peter Nicks,Documentário
9461,"Niko 2: Irmão Pequeno, Problema Grande",6.1,0 a 10,Kari Juusonen,"Animação, Família, Aventura, Comédia"
9462,"Candleshoe, O Segredo da Mansão",6.867,0 a 10,Norman Tokar,Família
9463,"Amor, Sublime Amor",7.001,0 a 10,Steven Spielberg,"Drama, Romance, Crime"
9464,A Filha do Rei,7.1,0 a 10,Sean McNamara,"Fantasia, Aventura, Família"
9465,令嬢肉奴隷,5.769,0 a 10,Junichi Suzuki,Drama
9466,Bubba Ho-tep,6.5,0 a 10,Don Coscarelli,"Comédia, Terror, Thriller, Mistério, Fantasia"
9467,"Tucker, um Homem e seu Sonho",6.721,0 a 10,Francis Ford Coppola,Drama
9468,Hex - Salto Mortal,5.8,0 a 10,Andy Malchiodi,"Ação, Terror, Thriller"
9469,Steve Jobs,6.777,0 a 10,Danny Boyle,"Drama, História"
9470,A Última Festa de Solteiro,6.293,0 a 10,Neal Israel,Comédia
9471,A Região Selvagem,6.0,0 a 10,Amat Escalante,"Ficção científica, Drama, Thriller, Terror"
9472,A Águia da Legião Perdida,6.236,0 a 10,Kevin Macdonald,"Aventura, Drama"
9473,Kill Boksoon,6.833,0 a 10,Byun Sung-hyun,"Ação, Drama, Thriller, Crime"
9474,Roubando Vidas,6.379,0 a 10,D. J. Caruso,Thriller
9475,Mina Abandonada,4.6,0 a 10,Steven Sheil,"Ação, Terror"
9476,Marudase Kintarou,4.9,0 a 10,Hideki Araki,"Romance, Comédia, Animação"
9477,Los verduleros,7.245,0 a 10,Adolfo Martínez Solares,Comédia
9478,"Gasparzinho, Como Tudo Começou",5.409,0 a 10,Sean McNamara,"Aventura, Família, Comédia, Fantasia"
9479,Junior,5.183,0 a 10,Ivan Reitman,"Comédia, Ficção científica"
9480,"Boa Noite, Mamãe!",6.255,0 a 10,Matt Sobel,"Terror, Thriller, Mistério"
9481,A Fortaleza,6.035,0 a 10,Stuart Gordon,"Ação, Thriller, Ficção científica"
9482,Super Normal,5.7,0 a 10,Rasmus A. Sivertsen,"Animação, Família, Fantasia"
9483,Paixões Violentas,5.709,0 a 10,Taylor Hackford,"Crime, Drama, Romance, Thriller"
9484,Cálculo Mortal,6.135,0 a 10,Barbet Schroeder,"Crime, Drama, Thriller"
9485,Quatro Amigas e um Jeans Viajante 2,6.245,0 a 10,Sanaa Hamri,"Aventura, Comédia, Drama"
9486,O Caçador de Pipas,7.322,0 a 10,Marc Forster,Drama
9487,Malucos Por Natureza,4.541,0 a 10,Jason Bloom,Comédia
9488,예쁜 여동생,6.3,0 a 10,Choi Jin-chul,"Drama, Romance"
9489,The Amazing World of Gumball: The Movie!,0.0,0 a 10,Ben Bocquelet,"Animação, Comédia, Família, Cinema TV, Aventura, Fantasia"
9490,Redirecionado,5.811,0 a 10,Emilis Vėlyvis,"Ação, Comédia, Crime, Thriller"
9491,Luxúria,5.3,0 a 10,Tinto Brass,"Drama, Romance, Thriller"
9492,Uma Família Quase Perfeita,5.294,0 a 10,Harry Winer,"Comédia, Família"
9493,Piratas do Espaço,5.409,0 a 10,Stuart Gordon,"Comédia, Ficção científica, Thriller, Aventura"
9494,O Menino Que Queria Ser Rei,6.171,0 a 10,Joe Cornish,"Ação, Aventura, Fantasia, Família"
9495,Jagun Jagun: O Guerreiro,6.616,0 a 10,Tope Adebayo,"Ação, Drama"
9496,Capitão América,4.466,0 a 10,Albert Pyun,"Ação, Aventura, Ficção científica, Guerra"
9497,Coração de Dragão,6.531,0 a 10,Rob Cohen,"Fantasia, Ação, Aventura, Drama"
9498,Cléo das 5 às 7,7.692,0 a 10,Agnès Varda,Drama
9499,Mickey: A História de um Camundongo,7.018,0 a 10,Jeff Malmberg,Documentário
9500,O Amante da Rainha,7.362,0 a 10,Nikolaj Arcel,"Drama, História, Romance"
9501,Prince of the City,6.967,0 a 10,Sidney Lumet,"Drama, Thriller, Crime"
9502,Love Story: Uma História de Amor,6.796,0 a 10,Arthur Hiller,"Romance, Drama"
9503,ヘルタースケルター,6.657,0 a 10,Mika Ninagawa,"Drama, Terror"
9504,Uma Mulher Sob Influência,7.766,0 a 10,John Cassavetes,Drama
9505,O Preço de uma Verdade,7.001,0 a 10,Billy Ray,"Drama, História"
9506,Uma Irmã Nada Perfeita,6.2,0 a 10,Tyler Perry,"Comédia, Romance"
9507,The Vampire Next Door,6.448,0 a 10,Sean King,Terror
9508,Serena,5.604,0 a 10,Susanne Bier,Drama
9509,Incontrolável,6.577,0 a 10,Tony Scott,"Ação, Thriller"
9510,A Princesa Encantada: Muito Além da Eternidade,5.2,0 a 10,Richard Rich,"Animação, Família, Aventura"
9511,Fúria Incontrolável,6.458,0 a 10,Derrick Borte,"Ação, Thriller"
9512,Uma Questão de Classe,5.9,0 a 10,Lewis John Carlino,"Comédia, Drama"
9513,A Morte lhe Cai Bem - O Filme,6.314,0 a 10,Stephen Herek,"Drama, Fantasia, Comédia"
9514,Pé Pequeno,6.782,0 a 10,Karey Kirkpatrick,"Família, Animação, Aventura, Fantasia, Comédia"
9515,O Cão dos Baskervilles,7.089,0 a 10,Sidney Lanfield,"Mistério, Thriller, Terror"
9516,Atlantis,6.254,0 a 10,Luc Besson,"Música, Documentário"
9517,Império da Luz,6.7,0 a 10,Sam Mendes,"Drama, Romance"
9518,El reinado de Antoine,0.0,0 a 10,José Luis Jiménez,Drama
9519,The Big Kahuna,6.761,0 a 10,John Swanbeck,"Comédia, Drama"
9520,Love in the Time of Cholera,6.62,0 a 10,Mike Newell,"Drama, Romance"
9521,Anita,0.0,0 a 10,Raj Khosla,"Drama, Romance, Mistério, Terror"
9522,Daunbailó,7.355,0 a 10,Jim Jarmusch,"Crime, Drama, Comédia"
9523,Bokeh,5.387,0 a 10,Andrew Sullivan,"Drama, Ficção científica, Thriller"
9524,O Nascimento do Mal,6.265,0 a 10,Lori Evans Taylor,Terror
9525,Zoey 102: O Casamento,6.833,0 a 10,Nancy Hower,"Romance, Comédia"
9526,A Festa de Babette,7.258,0 a 10,Gabriel Axel,Drama
9527,Playmobil: O Filme,5.6,0 a 10,Lino DiSalvo,"Família, Animação, Comédia, Aventura"
9528,Sem Saída,6.722,0 a 10,Michael Cuesta,"Drama, Crime"
9529,James e o Pêssego Gigante,6.561,0 a 10,Henry Selick,"Aventura, Animação, Família, Fantasia"
9530,Jogada de Verão,5.4,0 a 10,Michael Tollin,"Comédia, Romance"
9531,Frank,6.879,0 a 10,Lenny Abrahamson,"Comédia, Drama, Mistério"
9532,O Chacal,6.369,0 a 10,Michael Caton-Jones,"Ação, Thriller, Aventura, Crime"
9533,O Preço da Coragem,6.4,0 a 10,Michael Winterbottom,"Drama, Thriller"
9534,Stranizza d'amuri,7.421,0 a 10,Giuseppe Fiorello,Drama
9535,Os Implacáveis,7.081,0 a 10,Sam Peckinpah,"Ação, Crime, Thriller"
9536,Inspetor Bugiganga,4.5,0 a 10,David Kellogg,"Ação, Aventura, Comédia, Família"
9537,Agente Infiltrada,5.855,0 a 10,Yuval Adler,"Drama, Thriller"
9538,Moontrap,4.8,0 a 10,Robert Dyke,"Terror, Ficção científica"
9539,O Roqueiro,6.017,0 a 10,Peter Cattaneo,"Comédia, Música"
9540,Migração Alada,7.6,0 a 10,Jacques Perrin,Documentário
9541,源生罪,3.7,0 a 10,Kelvin Shum,Crime
9542,Um Negócio Brilhante,5.381,0 a 10,Phil Morrison,"Comédia, Drama"
9543,O Arco,6.948,0 a 10,Kim Ki-duk,Drama
9544,O Mensageiro,6.245,0 a 10,Kevin Costner,"Ficção científica, Aventura, Ação, Guerra"
9545,Caixa Preta,7.364,0 a 10,Yann Gozlan,"Mistério, Thriller, Drama"
9546,Pacto Sinistro,7.671,0 a 10,Alfred Hitchcock,"Crime, Thriller"
9547,My Little Pony: Equestria Girls,7.341,0 a 10,Jayson Thiessen,"Animação, Comédia, Família, Fantasia, Música"
9548,Rudo e Cursi - A Vida é uma Viagem,7.079,0 a 10,Carlos Cuarón,"Comédia, Drama"
9549,A Liga de Monstros,6.799,0 a 10,Hamish Grieve,"Animação, Família"
9550,Dracula 3D,3.398,0 a 10,Dario Argento,Terror
9551,Mulan,7.447,0 a 10,Jingle Ma Choh-Sing,"Aventura, Drama, Ação"
9552,Anos 90,7.5,0 a 10,Jonah Hill,"Drama, Comédia"
9553,Ajustando um Amor,5.8,0 a 10,Alexandre Lehmann,"Comédia, Romance, Ficção científica, Fantasia"
9554,Sitting Bull,4.955,0 a 10,Sidney Salkow,Faroeste
9555,Noite de Natal,7.0,0 a 10,Edwin L. Marin,"Drama, Fantasia, Família"
9556,クレヨンしんちゃん 嵐を呼ぶモーレツ！オトナ帝国の逆襲,8.4,0 a 10,Keiichi Hara,"Animação, Comédia"
9557,Um Belo Verão,6.7,0 a 10,Catherine Corsini,"Drama, Romance"
9558,Nada é para Sempre,7.0,0 a 10,Robert Redford,"Drama, Família"
9559,花腐し,5.3,0 a 10,Haruhiko Arai,Drama
9560,The Great War,6.154,0 a 10,Chen Kaige,"Drama, Guerra, História"
9561,As Apimentadas: Torça ou Morra,5.684,0 a 10,Karen Lam,"Thriller, Terror, Comédia, Cinema TV"
9562,"Ontem, Hoje e Amanhã",7.5,0 a 10,Vittorio De Sica,"Comédia, Romance"
9563,A Incrível Verdade,6.8,0 a 10,Hal Hartley,"Comédia, Drama, Romance"
9564,A Primeira Coisa Bela,7.281,0 a 10,Paolo Virzì,"Comédia, Drama"
9565,Hatari!,6.68,0 a 10,Howard Hawks,"Aventura, Comédia"
9566,Queda Livre,7.686,0 a 10,Stephan Lacant,"Drama, Romance"
9567,Minha Babá é uma Vampira: O Filme,7.0,0 a 10,Bruce McDonald,"Comédia, Aventura, Família, Fantasia, Cinema TV"
9568,О любви,5.3,0 a 10,Vladimir Bortko,"Romance, Drama, Thriller"
9569,"De Repente, no Último Verão",7.3,0 a 10,Joseph L. Mankiewicz,"Thriller, Drama, Mistério"
9570,Battersea,0.0,0 a 10,John Anthony,Drama
9571,"Querida, Estiquei o Bebê",5.243,0 a 10,Randal Kleiser,"Aventura, Comédia, Família, Ficção científica"
9572,Michael Jackson: Searching for Neverland,6.5,0 a 10,Dianne Houston,Drama
9573,O Leão no Inverno,7.404,0 a 10,Anthony Harvey,"Drama, História"
9574,Kalifornia: Uma Viagem ao Inferno,6.553,0 a 10,Dominic Sena,"Thriller, Crime"
9575,Eternamente Jovem,6.483,0 a 10,Steve Miner,"Aventura, Fantasia, Drama, Ficção científica, Romance"
9576,O Combate: Lágrimas do Guerreiro,6.344,0 a 10,Christophe Gans,"Ação, Crime"
9577,Antes Que Eu Vá,6.966,0 a 10,Ry Russo-Young,"Drama, Fantasia"
9578,Sentimentos que Curam,6.634,0 a 10,Maya Forbes,"Drama, Comédia"
9579,BLUE GIANT,8.2,0 a 10,Yuzuru Tachikawa,"Animação, Drama, Música"
9580,O Profeta,7.3,0 a 10,Roger Allers,Animação
9581,A Morte e a Vida de Bobby Z,6.14,0 a 10,John Herzfeld,"Drama, Ação, Thriller, Crime"
9582,Busca Explosiva 5: Campo de Batalha,6.5,0 a 10,James Nunn,Ação
9583,Sekawan Limo,7.0,0 a 10,Bayu Skak,"Aventura, Comédia, Terror"
9584,Jeito de Cowboy,5.612,0 a 10,Gregg Champion,"Ação, Comédia, Crime, Drama, Thriller, Faroeste"
9585,Querido John,6.844,0 a 10,Lasse Hallström,"Drama, Romance, Guerra"
9586,BTS: Yet To Come,8.156,0 a 10,Oh Yun-dong,"Música, Documentário"
9587,A Princesa e a Plebeia,7.014,0 a 10,Mike Rohl,"Romance, Comédia"
9588,"Shaun, o Carneiro - O Filme: A Fazenda Contra-Ataca",6.936,0 a 10,Will Becher,"Família, Animação, Aventura, Comédia"
9589,Como Não Esquecer Essa Garota,7.089,0 a 10,Jeff Bleckner,"Cinema TV, Romance, Drama"
9590,Rios Vermelhos 2 - Anjos do Apocalipse,6.095,0 a 10,Olivier Dahan,"Ação, Thriller, Crime"
9591,Contos do Além Túmulo: Os Demônios Da Noite,6.855,0 a 10,Ernest R. Dickerson,"Terror, Comédia, Thriller"
9592,Tinha Que Ser Ele?,6.375,0 a 10,John Hamburg,Comédia
9593,Die Nichten der Frau Oberst,5.8,0 a 10,Erwin C. Dietrich,Comédia
9594,A Lenda do Mestre Chinês,6.425,0 a 10,Tony Ching Siu-Tung,"Ação, Fantasia"
9595,Piccole labbra,5.4,0 a 10,Mimmo Cattarinich,Drama
9596,Space Chimps - Micos no Espaço,4.852,0 a 10,Kirk DeMicco,"Animação, Família, Aventura, Comédia, Ficção científica"
9597,Roxanne,6.389,0 a 10,Fred Schepisi,"Comédia, Romance"
9598,Henry & June - Delírios Eróticos,6.1,0 a 10,Philip Kaufman,Romance
9599,Tromeo & Juliet,6.0,0 a 10,Lloyd Kaufman,"Comédia, Drama, Romance, Ação, Fantasia, Terror, Mistério"
9600,Um Monstro em Paris,6.859,0 a 10,Bibo Bergeron,"Aventura, Animação, Comédia, Família, Fantasia"
9601,O Pai da Noiva,6.463,0 a 10,Charles Shyer,"Comédia, Romance"
9602,Os Sicilianos,7.613,0 a 10,Henri Verneuil,"Crime, Drama"
9603,Dans ma peau,6.1,0 a 10,Marina de Van,"Drama, Terror"
9604,Jamaica Abaixo de Zero,7.0,0 a 10,Jon Turteltaub,"Comédia, Aventura, Drama"
9605,Il bisbetico domato,7.112,0 a 10,Castellano,Comédia
9606,Quebrando as Regras 4,6.442,0 a 10,Kellie Madison,Ação
9607,Cão Danado,7.5,0 a 10,Akira Kurosawa,"Crime, Drama, Thriller"
9608,Mobile Suit Gundam: Char Contra-ataca!,7.0,0 a 10,Yoshiyuki Tomino,"Animação, Ação, Ficção científica"
9609,The Secret Garden,7.2,0 a 10,Fred M. Wilcox,"Drama, Família"
9610,"Um Sonho, Dois Amores",6.3,0 a 10,Peter Bogdanovich,"Drama, Romance"
9611,Corações Desertos,7.017,0 a 10,Donna Deitch,"Drama, Romance"
9612,東京残酷警察,5.855,0 a 10,Yoshihiro Nishimura,"Terror, Ação, Ficção científica"
9613,Lego Scooby-Doo! Hollywood Assombrada,7.317,0 a 10,Rick Morales,"Animação, Família, Comédia, Mistério"
9614,O Veredicto,7.445,0 a 10,Sidney Lumet,Drama
